count,Region,destination,amount,year,Key
1701,Bay of Plenty,Waitematā,149,2019,1
1703,Taranaki,Waitematā,45,2019,1
1706,Manawatu-Wanganui,Waitematā,32,2019,1
1710,Tasman-Nelson-Marlborough,Waitematā,26,2019,1
1712,Canterbury,Waitematā,81,2019,1
1714,Otago,Waitematā,0,2019,1
1715,Southland,Waitematā,74,2019,1
1717,Northland,Auckland,225,2019,1
1719,Auckland,Auckland,11437,2019,1
1721,Waikato,Auckland,290,2019,1
1723,Bay of Plenty,Auckland,147,2019,1
1725,Taranaki,Auckland,61,2019,1
1728,Manawatu-Wanganui,Auckland,21,2019,1
1732,Tasman-Nelson-Marlborough,Auckland,26,2019,1
1734,Canterbury,Auckland,96,2019,1
1736,Otago,Auckland,0,2019,1
1737,Southland,Auckland,62,2019,1
1739,Northland,"Counties
Manukau",149,2019,1
1741,Auckland,"Counties
Manukau",1285,2019,1
1743,Waikato,"Counties
Manukau",187,2019,1
1745,Bay of Plenty,"Counties
Manukau",70,2019,1
1747,Taranaki,"Counties
Manukau",36,2019,1
1750,Manawatu-Wanganui,"Counties
Manukau",18,2019,1
1754,Tasman-Nelson-Marlborough,"Counties
Manukau",13,2019,1
1756,Canterbury,"Counties
Manukau",41,2019,1
1758,Otago,"Counties
Manukau",0,2019,1
1759,Southland,"Counties
Manukau",22,2019,1
1761,Northland,Waikato,70,2019,1
1763,Auckland,Waikato,152,2019,1
1765,Waikato,Waikato,13431,2019,1
1767,Bay of Plenty,Waikato,423,2019,1
1769,Taranaki,Waikato,132,2019,1
1772,Manawatu-Wanganui,Waikato,42,2019,1
1776,Tasman-Nelson-Marlborough,Waikato,13,2019,1
1778,Canterbury,Waikato,43,2019,1
1780,Otago,Waikato,0,2019,1
1781,Southland,Waikato,55,2019,1
1783,Northland,Lakes,16,2019,1
1785,Auckland,Lakes,23,2019,1
1787,Waikato,Lakes,137,2019,1
1789,Bay of Plenty,Lakes,107,2019,1
1791,Taranaki,Lakes,7,2019,1
1794,Manawatu-Wanganui,Lakes,10,2019,1
1798,Tasman-Nelson-Marlborough,Lakes,3,2019,1
1800,Canterbury,Lakes,13,2019,1
1802,Otago,Lakes,0,2019,1
1803,Southland,Lakes,16,2019,1
1805,Northland,"Bay of
Plenty",32,2019,1
1807,Auckland,"Bay of
Plenty",67,2019,1
1809,Waikato,"Bay of
Plenty",204,2019,1
1811,Bay of Plenty,"Bay of
Plenty",9229,2019,1
1813,Taranaki,"Bay of
Plenty",17,2019,1
1816,Manawatu-Wanganui,"Bay of
Plenty",8,2019,1
1820,Tasman-Nelson-Marlborough,"Bay of
Plenty",9,2019,1
1822,Canterbury,"Bay of
Plenty",26,2019,1
1824,Otago,"Bay of
Plenty",0,2019,1
1825,Southland,"Bay of
Plenty",12,2019,1
1827,Northland,Tairāwhiti,3,2019,1
1829,Auckland,Tairāwhiti,7,2019,1
1831,Waikato,Tairāwhiti,9,2019,1
1833,Bay of Plenty,Tairāwhiti,7,2019,1
1835,Taranaki,Tairāwhiti,0,2019,1
1838,Manawatu-Wanganui,Tairāwhiti,2,2019,1
1842,Tasman-Nelson-Marlborough,Tairāwhiti,3,2019,1
1844,Canterbury,Tairāwhiti,1,2019,1
1846,Otago,Tairāwhiti,0,2019,1
1847,Southland,Tairāwhiti,4,2019,1
1849,Northland,Taranaki,5,2019,1
1851,Auckland,Taranaki,18,2019,1
1853,Waikato,Taranaki,42,2019,1
1855,Bay of Plenty,Taranaki,16,2019,1
1857,Taranaki,Taranaki,4604,2019,1
1860,Manawatu-Wanganui,Taranaki,22,2019,1
1864,Tasman-Nelson-Marlborough,Taranaki,8,2019,1
1866,Canterbury,Taranaki,14,2019,1
1868,Otago,Taranaki,0,2019,1
1869,Southland,Taranaki,11,2019,1
1871,Northland,Hawkes Bay,16,2019,1
1873,Auckland,Hawkes Bay,33,2019,1
1875,Waikato,Hawkes Bay,42,2019,1
1877,Bay of Plenty,Hawkes Bay,40,2019,1
1879,Taranaki,Hawkes Bay,19,2019,1
1882,Manawatu-Wanganui,Hawkes Bay,26,2019,1
1886,Tasman-Nelson-Marlborough,Hawkes Bay,14,2019,1
1888,Canterbury,Hawkes Bay,29,2019,1
1890,Otago,Hawkes Bay,0,2019,1
1891,Southland,Hawkes Bay,13,2019,1
1893,Northland,MidCentral,7,2019,1
1895,Auckland,MidCentral,11,2019,1
1897,Waikato,MidCentral,27,2019,1
1899,Bay of Plenty,MidCentral,8,2019,1
1901,Taranaki,MidCentral,23,2019,1
1904,Manawatu-Wanganui,MidCentral,65,2019,1
1908,Tasman-Nelson-Marlborough,MidCentral,7,2019,1
1910,Canterbury,MidCentral,19,2019,1
1912,Otago,MidCentral,0,2019,1
1913,Southland,MidCentral,7,2019,1
1915,Northland,Whanganui,7,2019,1
1917,Auckland,Whanganui,10,2019,1
1919,Waikato,Whanganui,23,2019,1
1921,Bay of Plenty,Whanganui,9,2019,1
1923,Taranaki,Whanganui,44,2019,1
1926,Manawatu-Wanganui,Whanganui,3043,2019,1
1930,Tasman-Nelson-Marlborough,Whanganui,3,2019,1
1932,Canterbury,Whanganui,11,2019,1
1934,Otago,Whanganui,0,2019,1
1935,Southland,Whanganui,6,2019,1
1937,Northland,Capital and Coast,36,2019,1
1939,Auckland,Capital and Coast,118,2019,1
1941,Waikato,Capital and Coast,126,2019,1
1943,Bay of Plenty,Capital and Coast,57,2019,1
1945,Taranaki,Capital and Coast,154,2019,1
1948,Manawatu-Wanganui,Capital and Coast,227,2019,1
1952,Tasman-Nelson-Marlborough,Capital and Coast,49,2019,1
1954,Canterbury,Capital and Coast,83,2019,1
1956,Otago,Capital and Coast,0,2019,1
1957,Southland,Capital and Coast,56,2019,1
1959,Northland,Hutt Valley,4,2019,1
1961,Auckland,Hutt Valley,12,2019,1
1963,Waikato,Hutt Valley,6,2019,1
1965,Bay of Plenty,Hutt Valley,7,2019,1
1967,Taranaki,Hutt Valley,12,2019,1
1970,Manawatu-Wanganui,Hutt Valley,14,2019,1
1974,Tasman-Nelson-Marlborough,Hutt Valley,8,2019,1
1976,Canterbury,Hutt Valley,10,2019,1
1978,Otago,Hutt Valley,0,2019,1
1979,Southland,Hutt Valley,10,2019,1
1981,Northland,Wairarapa,2,2019,1
1983,Auckland,Wairarapa,2,2019,1
1985,Waikato,Wairarapa,2,2019,1
1987,Bay of Plenty,Wairarapa,5,2019,1
1989,Taranaki,Wairarapa,1,2019,1
1992,Manawatu-Wanganui,Wairarapa,4,2019,1
1996,Tasman-Nelson-Marlborough,Wairarapa,4,2019,1
1998,Canterbury,Wairarapa,2,2019,1
2000,Otago,Wairarapa,0,2019,1
2001,Southland,Wairarapa,3,2019,1
2003,Northland,Nelson Marlborough,2,2019,1
2005,Auckland,Nelson Marlborough,20,2019,1
2007,Waikato,Nelson Marlborough,9,2019,1
2009,Bay of Plenty,Nelson Marlborough,12,2019,1
2011,Taranaki,Nelson Marlborough,6,2019,1
2014,Manawatu-Wanganui,Nelson Marlborough,4,2019,1
2018,Tasman-Nelson-Marlborough,Nelson Marlborough,4916,2019,1
2020,Canterbury,Nelson Marlborough,126,2019,1
2022,Otago,Nelson Marlborough,0,2019,1
2023,Southland,Nelson Marlborough,25,2019,1
2025,Northland,West Coast,2,2019,1
2027,Auckland,West Coast,2,2019,1
2029,Waikato,West Coast,1,2019,1
2031,Bay of Plenty,West Coast,4,2019,1
2033,Taranaki,West Coast,1,2019,1
2036,Manawatu-Wanganui,West Coast,1,2019,1
2040,Tasman-Nelson-Marlborough,West Coast,30,2019,1
2042,Canterbury,West Coast,57,2019,1
2044,Otago,West Coast,0,2019,1
2045,Southland,West Coast,18,2019,1
2047,Northland,Canterbury,16,2019,1
2049,Auckland,Canterbury,46,2019,1
2051,Waikato,Canterbury,45,2019,1
2053,Bay of Plenty,Canterbury,27,2019,1
2055,Taranaki,Canterbury,17,2019,1
2058,Manawatu-Wanganui,Canterbury,6,2019,1
2062,Tasman-Nelson-Marlborough,Canterbury,228,2019,1
2064,Canterbury,Canterbury,12369,2019,1
2066,Otago,Canterbury,0,2019,1
2067,Southland,Canterbury,278,2019,1
2069,Northland,South Canterbury,2,2019,1
2071,Auckland,South Canterbury,6,2019,1
2073,Waikato,South Canterbury,10,2019,1
2075,Bay of Plenty,South Canterbury,2,2019,1
2077,Taranaki,South Canterbury,2,2019,1
2080,Manawatu-Wanganui,South Canterbury,2,2019,1
2084,Tasman-Nelson-Marlborough,South Canterbury,5,2019,1
2086,Canterbury,South Canterbury,103,2019,1
2088,Otago,South Canterbury,0,2019,1
2089,Southland,South Canterbury,54,2019,1
2091,Northland,Southern,11,2019,1
2093,Auckland,Southern,25,2019,1
2095,Waikato,Southern,20,2019,1
2097,Bay of Plenty,Southern,14,2019,1
2099,Taranaki,Southern,10,2019,1
2102,Manawatu-Wanganui,Southern,6,2019,1
2106,Tasman-Nelson-Marlborough,Southern,49,2019,1
2108,Canterbury,Southern,172,2019,1
2110,Otago,Southern,0,2019,1
2111,Southland,Southern,9818,2019,1
2113,Northland,Waitematā,705,2020,1
2115,Auckland,Waitematā,5436,2020,1
2117,Waikato,Waitematā,410,2020,1
2119,Bay of Plenty,Waitematā,127,2020,1
2121,Taranaki,Waitematā,36,2020,1
2124,Manawatu-Wanganui,Waitematā,23,2020,1
2128,Tasman-Nelson-Marlborough,Waitematā,31,2020,1
2130,Canterbury,Waitematā,71,2020,1
2132,Otago,Waitematā,0,2020,1
2133,Southland,Waitematā,56,2020,1
2135,Northland,Auckland,218,2020,1
2137,Auckland,Auckland,11575,2020,1
2139,Waikato,Auckland,270,2020,1
2141,Bay of Plenty,Auckland,140,2020,1
2143,Taranaki,Auckland,60,2020,1
2146,Manawatu-Wanganui,Auckland,20,2020,1
2150,Tasman-Nelson-Marlborough,Auckland,39,2020,1
2152,Canterbury,Auckland,99,2020,1
2154,Otago,Auckland,0,2020,1
2155,Southland,Auckland,68,2020,1
2157,Northland,"Counties
Manukau",146,2020,1
2159,Auckland,"Counties
Manukau",1282,2020,1
2161,Waikato,"Counties
Manukau",209,2020,1
2163,Bay of Plenty,"Counties
Manukau",73,2020,1
2165,Taranaki,"Counties
Manukau",19,2020,1
2168,Manawatu-Wanganui,"Counties
Manukau",7,2020,1
2172,Tasman-Nelson-Marlborough,"Counties
Manukau",12,2020,1
2174,Canterbury,"Counties
Manukau",41,2020,1
2176,Otago,"Counties
Manukau",0,2020,1
2177,Southland,"Counties
Manukau",27,2020,1
2179,Northland,Waikato,81,2020,1
2181,Auckland,Waikato,170,2020,1
2183,Waikato,Waikato,13821,2020,1
2185,Bay of Plenty,Waikato,399,2020,1
2187,Taranaki,Waikato,114,2020,1
2190,Manawatu-Wanganui,Waikato,37,2020,1
2194,Tasman-Nelson-Marlborough,Waikato,24,2020,1
2196,Canterbury,Waikato,50,2020,1
2198,Otago,Waikato,0,2020,1
2199,Southland,Waikato,55,2020,1
2201,Northland,Lakes,11,2020,1
2203,Auckland,Lakes,27,2020,1
2205,Waikato,Lakes,116,2020,1
2207,Bay of Plenty,Lakes,128,2020,1
2209,Taranaki,Lakes,5,2020,1
2212,Manawatu-Wanganui,Lakes,6,2020,1
2216,Tasman-Nelson-Marlborough,Lakes,5,2020,1
2218,Canterbury,Lakes,16,2020,1
2220,Otago,Lakes,0,2020,1
2221,Southland,Lakes,7,2020,1
2223,Northland,"Bay of
Plenty",27,2020,1
2225,Auckland,"Bay of
Plenty",72,2020,1
2227,Waikato,"Bay of
Plenty",254,2020,1
2229,Bay of Plenty,"Bay of
Plenty",8827,2020,1
2231,Taranaki,"Bay of
Plenty",18,2020,1
2234,Manawatu-Wanganui,"Bay of
Plenty",11,2020,1
2238,Tasman-Nelson-Marlborough,"Bay of
Plenty",11,2020,1
2240,Canterbury,"Bay of
Plenty",15,2020,1
2242,Otago,"Bay of
Plenty",0,2020,1
2243,Southland,"Bay of
Plenty",18,2020,1
2245,Northland,Tairāwhiti,0,2020,1
2247,Auckland,Tairāwhiti,4,2020,1
2249,Waikato,Tairāwhiti,13,2020,1
2251,Bay of Plenty,Tairāwhiti,11,2020,1
2253,Taranaki,Tairāwhiti,2,2020,1
2256,Manawatu-Wanganui,Tairāwhiti,1,2020,1
2260,Tasman-Nelson-Marlborough,Tairāwhiti,1,2020,1
2262,Canterbury,Tairāwhiti,2,2020,1
2264,Otago,Tairāwhiti,0,2020,1
2265,Southland,Tairāwhiti,0,2020,1
2267,Northland,Taranaki,13,2020,1
2269,Auckland,Taranaki,13,2020,1
2271,Waikato,Taranaki,37,2020,1
2273,Bay of Plenty,Taranaki,15,2020,1
2275,Taranaki,Taranaki,4425,2020,1
2278,Manawatu-Wanganui,Taranaki,28,2020,1
2282,Tasman-Nelson-Marlborough,Taranaki,9,2020,1
2284,Canterbury,Taranaki,19,2020,1
2286,Otago,Taranaki,0,2020,1
2287,Southland,Taranaki,4,2020,1
2289,Northland,Hawkes Bay,20,2020,1
2291,Auckland,Hawkes Bay,35,2020,1
2293,Waikato,Hawkes Bay,52,2020,1
2295,Bay of Plenty,Hawkes Bay,22,2020,1
2297,Taranaki,Hawkes Bay,15,2020,1
2300,Manawatu-Wanganui,Hawkes Bay,17,2020,1
2304,Tasman-Nelson-Marlborough,Hawkes Bay,10,2020,1
2306,Canterbury,Hawkes Bay,26,2020,1
2308,Otago,Hawkes Bay,0,2020,1
2309,Southland,Hawkes Bay,16,2020,1
2311,Northland,MidCentral,6,2020,1
2313,Auckland,MidCentral,15,2020,1
2315,Waikato,MidCentral,28,2020,1
2317,Bay of Plenty,MidCentral,20,2020,1
2319,Taranaki,MidCentral,11,2020,1
2322,Manawatu-Wanganui,MidCentral,79,2020,1
2326,Tasman-Nelson-Marlborough,MidCentral,13,2020,1
2328,Canterbury,MidCentral,21,2020,1
2330,Otago,MidCentral,0,2020,1
2331,Southland,MidCentral,5,2020,1
2333,Northland,Whanganui,7,2020,1
2335,Auckland,Whanganui,10,2020,1
2337,Waikato,Whanganui,24,2020,1
2339,Bay of Plenty,Whanganui,12,2020,1
2341,Taranaki,Whanganui,49,2020,1
2344,Manawatu-Wanganui,Whanganui,3039,2020,1
2348,Tasman-Nelson-Marlborough,Whanganui,4,2020,1
2350,Canterbury,Whanganui,7,2020,1
2352,Otago,Whanganui,0,2020,1
2353,Southland,Whanganui,5,2020,1
2355,Northland,"Capital and
Coast",23,2020,1
2357,Auckland,"Capital and
Coast",79,2020,1
2359,Waikato,"Capital and
Coast",88,2020,1
2361,Bay of Plenty,"Capital and
Coast",43,2020,1
2363,Taranaki,"Capital and
Coast",114,2020,1
2366,Manawatu-Wanganui,"Capital and
Coast",228,2020,1
2370,Tasman-Nelson-Marlborough,"Capital and
Coast",60,2020,1
2372,Canterbury,"Capital and
Coast",55,2020,1
2374,Otago,"Capital and
Coast",0,2020,1
2375,Southland,"Capital and
Coast",49,2020,1
2377,Northland,Hutt Valley,4,2020,1
2379,Auckland,Hutt Valley,6,2020,1
2381,Waikato,Hutt Valley,9,2020,1
2383,Bay of Plenty,Hutt Valley,7,2020,1
2385,Taranaki,Hutt Valley,3,2020,1
2388,Manawatu-Wanganui,Hutt Valley,12,2020,1
2392,Tasman-Nelson-Marlborough,Hutt Valley,12,2020,1
2394,Canterbury,Hutt Valley,15,2020,1
2396,Otago,Hutt Valley,0,2020,1
2397,Southland,Hutt Valley,7,2020,1
2399,Northland,Wairarapa,1,2020,1
2401,Auckland,Wairarapa,2,2020,1
2403,Waikato,Wairarapa,6,2020,1
2405,Bay of Plenty,Wairarapa,4,2020,1
2407,Taranaki,Wairarapa,4,2020,1
2410,Manawatu-Wanganui,Wairarapa,10,2020,1
2414,Tasman-Nelson-Marlborough,Wairarapa,1,2020,1
2416,Canterbury,Wairarapa,5,2020,1
2418,Otago,Wairarapa,0,2020,1
2419,Southland,Wairarapa,7,2020,1
2421,Northland,"Nelson
Marlborough",7,2020,1
2423,Auckland,"Nelson
Marlborough",14,2020,1
2425,Waikato,"Nelson
Marlborough",17,2020,1
2427,Bay of Plenty,"Nelson
Marlborough",10,2020,1
2429,Taranaki,"Nelson
Marlborough",8,2020,1
2432,Manawatu-Wanganui,"Nelson
Marlborough",4,2020,1
2436,Tasman-Nelson-Marlborough,"Nelson
Marlborough",5155,2020,1
2438,Canterbury,"Nelson
Marlborough",133,2020,1
2440,Otago,"Nelson
Marlborough",0,2020,1
2441,Southland,"Nelson
Marlborough",34,2020,1
2443,Northland,West Coast,4,2020,1
2445,Auckland,West Coast,4,2020,1
2447,Waikato,West Coast,2,2020,1
2449,Bay of Plenty,West Coast,4,2020,1
2451,Taranaki,West Coast,3,2020,1
2454,Manawatu-Wanganui,West Coast,1,2020,1
2458,Tasman-Nelson-Marlborough,West Coast,24,2020,1
2460,Canterbury,West Coast,60,2020,1
2462,Otago,West Coast,0,2020,1
2463,Southland,West Coast,14,2020,1
2465,Northland,Canterbury,14,2020,1
2467,Auckland,Canterbury,42,2020,1
2469,Waikato,Canterbury,44,2020,1
2471,Bay of Plenty,Canterbury,23,2020,1
2473,Taranaki,Canterbury,13,2020,1
2476,Manawatu-Wanganui,Canterbury,8,2020,1
2480,Tasman-Nelson-Marlborough,Canterbury,193,2020,1
2482,Canterbury,Canterbury,12478,2020,1
2484,Otago,Canterbury,0,2020,1
2485,Southland,Canterbury,251,2020,1
2487,Northland,"South
Canterbury",6,2020,1
2489,Auckland,"South
Canterbury",1,2020,1
2491,Waikato,"South
Canterbury",6,2020,1
2493,Bay of Plenty,"South
Canterbury",0,2020,1
2495,Taranaki,"South
Canterbury",0,2020,1
2498,Manawatu-Wanganui,"South
Canterbury",5,2020,1
2502,Tasman-Nelson-Marlborough,"South
Canterbury",10,2020,1
2504,Canterbury,"South
Canterbury",87,2020,1
2506,Otago,"South
Canterbury",0,2020,1
2507,Southland,"South
Canterbury",66,2020,1
2509,Northland,Southern,21,2020,1
2511,Auckland,Southern,28,2020,1
2513,Waikato,Southern,20,2020,1
2515,Bay of Plenty,Southern,11,2020,1
2517,Taranaki,Southern,9,2020,1
2520,Manawatu-Wanganui,Southern,4,2020,1
2524,Tasman-Nelson-Marlborough,Southern,26,2020,1
2526,Canterbury,Southern,155,2020,1
2528,Otago,Southern,0,2020,1
2529,Southland,Southern,9601,2020,1
