,  Southland Region,,,864,,208,,75,,1148,,818,,0,,0,,1012,,32.8
2007,Total Regions,,,1018,,221,,109,,1345,,863,,0,,0,,1151,,1393.1
,  Northland Region,,,796,,249,,135,,1174,,675,,0,,0,,960,,50.3
,  Auckland Region,,,1101,,226,,103,,1425,,931,,0,,0,,1218,,450.7
,  Waikato Region,,,925,,261,,114,,1300,,825,,0,,0,,1128,,128.5
,  Bay of Plenty Region,,,897,,237,,118,,1242,,806,,0,,0,,1108,,82.1
,  Gisborne/Hawkes Bay Regions,,,872,,164,,133,,1168,,783,,0,,0,,1072,,63.5
,  Taranaki Region,,,873,,291,,109,,1272,,767,,0,,0,,1151,,35.3
,  Manawatu-Wanganui Region,,,801,,162,,139,,1098,,672,,0,,0,,973,,75.9
,  Wellington Region,,,1255,,236,,101,,1588,,1009,,0,,0,,1310,,164.6
,  Tasman/Nelson/Marlborough/West Coast Regions,,,913,,258,,101,,1268,,824,,0,,0,,1130,,55.2
,  Canterbury Region,,,1037,,184,,107,,1327,,933,,0,,0,,1167,,186
,  Otago Region,,,901,,183,,105,,1182,,786,,0,,0,,1036,,68.5
,  Southland Region,,,931,,248,,78,,1257,,863,,0,,0,,1130,,32.3
2008,Total Regions,,,1049,,227,,111,,1384,,910,,0,,0,,1200,,1401
,  Northland Region,,,702,,186,,143,,1030,,530,,0,,0,,911,,52.5
,  Auckland Region,,,1141,,268,,108,,1516,,959,,0,,0,,1304,,457.5
,  Waikato Region,,,960,,241,,115,,1313,,844,,0,,0,,1200,,130
,  Bay of Plenty Region,,,946,,183,,118,,1244,,840,,0,,0,,1110,,82.8
,  Gisborne/Hawkes Bay Regions,,,947,,155,,137,,1235,,896,,0,,0,,1125,,65.6
,  Taranaki Region,,,990,,308,,99,,1400,,863,,0,,0,,1199,,34.7
,  Manawatu-Wanganui Region,,,863,,146,,134,,1137,,789,,0,,0,,1038,,76.1
,  Wellington Region,,,1238,,207,,102,,1538,,1074,,0,,0,,1365,,163
,  Tasman/Nelson/Marlborough/West Coast Regions,,,957,,253,,109,,1310,,863,,0,,0,,1151,,57.3
,  Canterbury Region,,,1078,,211,,100,,1386,,960,,0,,0,,1222,,181.5
,  Otago Region,,,900,,182,,109,,1196,,811,,0,,0,,1039,,68.5
,  Southland Region,,,984,,262,,94,,1329,,905,,0,,0,,1167,,31.5
2009,Total Regions,,,1061,,217,,120,,1395,,903,,0,,0,,1189,,1420.2
,  Northland Region,,,771,,199,,168,,1143,,632,,0,,0,,1001,,51.1
,  Auckland Region,,,1134,,217,,118,,1466,,940,,0,,0,,1247,,462.4
,  Waikato Region,,,971,,245,,127,,1342,,844,,0,,0,,1197,,133
,  Bay of Plenty Region,,,945,,178,,155,,1275,,800,,0,,0,,1151,,84.8
,  Gisborne/Hawkes Bay Regions,,,938,,181,,154,,1267,,849,,0,,0,,1105,,64.7
,  Taranaki Region,,,1014,,277,,104,,1385,,892,,0,,0,,1216,,34.9
,  Manawatu-Wanganui Region,,,902,,122,,138,,1156,,800,,0,,0,,1040,,78.7
,  Wellington Region,,,1254,,336,,88,,1674,,1075,,0,,0,,1293,,162.7
,  Tasman/Nelson/Marlborough/West Coast Regions,,,988,,233,,121,,1343,,883,,0,,0,,1177,,57.4
,  Canterbury Region,,,1088,,172,,107,,1362,,981,,0,,0,,1203,,189.9
,  Otago Region,,,1001,,185,,121,,1307,,901,,0,,0,,1123,,67.5
,  Southland Region,,,968,,177,,101,,1246,,880,,0,,0,,1107,,33
2010,Total Regions,,,1094,,202,,128,,1421,,924,,0,,0,,1199,,1433.3
,  Northland Region,,,857,,169,,164,,1181,,740,,0,,0,,972,,51.9
,  Auckland Region,,,1188,,196,,137,,1519,,959,,0,,0,,1244,,464.7
,  Waikato Region,,,975,,208,,130,,1308,,863,,0,,0,,1151,,133.4
,  Bay of Plenty Region,,,929,,230,,156,,1309,,806,,0,,0,,1186,,85.1
,  Gisborne/Hawkes Bay Regions,,,929,,172,,145,,1246,,770,,0,,0,,1036,,65.7
,  Taranaki Region,,,1039,,269,,110,,1412,,908,,0,,0,,1189,,35.7
,  Manawatu-Wanganui Region,,,935,,150,,148,,1233,,863,,0,,0,,1050,,76.5
,  Wellington Region,,,1306,,249,,98,,1653,,1151,,0,,0,,1343,,164.4
,  Tasman/Nelson/Marlborough/West Coast Regions,,,990,,199,,111,,1299,,882,,0,,0,,1176,,57.7
,  Canterbury Region,,,1088,,187,,112,,1383,,950,,0,,0,,1231,,195.6
,  Otago Region,,,1044,,206,,110,,1358,,965,,0,,0,,1247,,70.2
,  Southland Region,,,1079,,217,,98,,1386,,948,,0,,0,,1207,,32.4
2011,Total Regions,,,1124,,200,,133,,1456,,959,,0,,0,,1243,,1428.1
,  Northland Region,,,797,,234,,175,,1204,,568,,0,,0,,964,,52.9
,  Auckland Region,,,1271,,191,,138,,1600,,1055,,0,,0,,1381,,466.1
,  Waikato Region,,,1048,,194,,130,,1368,,875,,0,,0,,1150,,133.9
,  Bay of Plenty Region,,,938,,197,,158,,1292,,853,,0,,0,,1170,,85.2
,  Gisborne/Hawkes Bay Regions,,,940,,124,,160,,1222,,829,,0,,0,,1070,,65.3
,  Taranaki Region,,,997,,237,,122,,1356,,888,,0,,0,,1166,,36.1
,  Manawatu-Wanganui Region,,,901,,163,,136,,1201,,790,,0,,0,,1025,,77.9
,  Wellington Region,,,1344,,188,,112,,1639,,1112,,0,,0,,1367,,161.1
,  Tasman/Nelson/Marlborough/West Coast Regions,,,1017,,216,,123,,1353,,900,,0,,0,,1182,,57.1
,  Canterbury Region,,,1067,,238,,127,,1429,,939,,0,,0,,1212,,189
,  Otago Region,,,1042,,231,,108,,1379,,960,,0,,0,,1214,,70.8
,  Southland Region,,,1007,,250,,115,,1364,,880,,0,,0,,1261,,32.8
2012,Total Regions,,,1144,,210,,138,,1486,,959,,0,,0,,1268,,1439.8
,  Northland Region,,,783,,164,,183,,1112,,542,,0,,14,,948,,54
,  Auckland Region,,,1306,,220,,138,,1656,,1070,,0,,0,,1366,,475.7
,  Waikato Region,,,1052,,302,,147,,1499,,882,,0,,0,,1219,,133.2
,  Bay of Plenty Region,,,993,,188,,164,,1340,,840,,0,,0,,1162,,82.4
,  Gisborne/Hawkes Bay Regions,,,988,,171,,156,,1307,,900,,0,,0,,1170,,64.3
,  Taranaki Region,,,1102,,287,,111,,1497,,972,,0,,0,,1282,,37.1
,  Manawatu-Wanganui Region,,,951,,128,,149,,1224,,834,,0,,0,,1074,,77.9
,  Wellington Region,,,1286,,236,,130,,1647,,1067,,0,,0,,1406,,162.6
,  Tasman/Nelson/Marlborough/West Coast Regions,,,1029,,198,,125,,1350,,907,,0,,0,,1210,,56.7
,  Canterbury Region,,,1075,,175,,125,,1374,,955,,0,,0,,1247,,190.7
,  Otago Region,,,1048,,130,,119,,1295,,959,,0,,0,,1145,,72.6
,  Southland Region,,,1054,,264,,104,,1428,,910,,0,,0,,1203,,32.7
2013,Total Regions,,,1215,,187,,134,,1534,,1026,,0,,0,,1318,,1442
,  Northland Region,,,814,,209,,206,,1222,,603,,0,,100,,1020,,52.5
,  Auckland Region,,,1321,,197,,147,,1661,,1112,,0,,0,,1406,,473.3
,  Waikato Region,,,1110,,181,,138,,1428,,921,,0,,0,,1244,,136.3
,  Bay of Plenty Region,,,1056,,198,,139,,1386,,863,,0,,0,,1238,,85.2
,  Gisborne/Hawkes Bay Regions,,,984,,106,,166,,1257,,879,,0,,0,,1129,,65
,  Taranaki Region,,,1228,,183,,112,,1526,,1096,,0,,0,,1343,,37
,  Manawatu-Wanganui Region,,,946,,131,,158,,1234,,800,,0,,0,,1083,,77.1
,  Wellington Region,,,1422,,198,,110,,1725,,1247,,0,,0,,1477,,167.7
,  Tasman/Nelson/Marlborough/West Coast Regions,,,1078,,169,,114,,1357,,959,,0,,0,,1206,,57.5
,  Canterbury Region,,,1282,,219,,106,,1605,,1120,,0,,0,,1350,,187.4
,  Otago Region,,,1170,,162,,103,,1434,,1024,,0,,0,,1305,,70.6
,  Southland Region,,,1155,,167,,109,,1428,,1080,,0,,0,,1330,,32.4
2014,Total Regions,,,1301,,209,,124,,1633,,1089,,0,,0,,1378,,1454.1
,  Northland Region,,,926,,194,,169,,1284,,700,,0,,0,,1043,,53.6
,  Auckland Region,,,1429,,209,,128,,1766,,1178,,0,,0,,1458,,482.7
,  Waikato Region,,,1047,,231,,136,,1414,,940,,0,,0,,1211,,143.5
,  Bay of Plenty Region,,,1070,,203,,140,,1415,,921,,0,,0,,1223,,87.5
,  Gisborne/Hawkes Bay Regions,,,1040,,137,,144,,1320,,940,,0,,0,,1152,,64.5
,  Taranaki Region,,,1272,,260,,102,,1632,,1062,,0,,0,,1419,,36.8
,  Manawatu-Wanganui Region,,,1008,,138,,147,,1295,,894,,0,,0,,1145,,76
,  Wellington Region,,,1552,,187,,110,,1846,,1304,,0,,0,,1623,,166.6
,  Tasman/Nelson/Marlborough/West Coast Regions,,,1155,,247,,117,,1517,,990,,0,,0,,1274,,56.1
,  Canterbury Region,,,1432,,228,,97,,1756,,1299,,0,,0,,1526,,183.9
,  Otago Region,,,1287,,252,,102,,1639,,1055,,0,,0,,1393,,70.2
,  Southland Region,,,1259,,254,,89,,1601,,1077,,0,,0,,1399,,32.7
2015,Total Regions,,,1341,,204,,129,,1674,,1150,,0,,0,,1410,,1494.8
,  Northland Region,,,1005,,141,,176,,1315,,750,,0,,0,,1002,,57.4
,  Auckland Region,,,1512,,220,,133,,1865,,1259,,0,,0,,1534,,482.4
,  Waikato Region,,,1178,,221,,135,,1537,,1016,,0,,0,,1314,,147.1
,  Bay of Plenty Region,,,1151,,225,,139,,1516,,989,,0,,0,,1300,,94.4
,  Gisborne/Hawkes Bay Regions,,,1079,,158,,153,,1388,,997,,0,,0,,1250,,67.3
,  Taranaki Region,,,1285,,270,,129,,1684,,1082,,0,,0,,1400,,37.6
,  Manawatu-Wanganui Region,,,968,,131,,168,,1266,,806,,0,,0,,1050,,81.8
,  Wellington Region,,,1512,,203,,109,,1823,,1247,,0,,0,,1534,,174
,  Tasman/Nelson/Marlborough/West Coast Regions,,,1172,,233,,135,,1541,,1040,,0,,0,,1331,,57.6
,  Canterbury Region,,,1435,,194,,101,,1729,,1304,,0,,0,,1535,,186.4
,  Otago Region,,,1271,,184,,110,,1563,,1114,,0,,0,,1391,,74.3
,  Southland Region,,,1247,,200,,103,,1550,,1151,,0,,0,,1359,,34.4
2016,Total Regions,,,1371,,315,,124,,1810,,1151,,0,,0,,1532,,1491.8
,  Northland Region,,,976,,227,,164,,1367,,812,,0,,0,,1227,,56.5
,  Auckland Region,,,1558,,336,,124,,2018,,1280,,0,,0,,1686,,488.3
,  Waikato Region,,,1268,,364,,134,,1766,,1111,,0,,0,,1486,,142.7
,  Bay of Plenty Region,,,1154,,301,,136,,1591,,997,,0,,0,,1425,,90.1
,  Gisborne/Hawkes Bay Regions,,,1127,,355,,151,,1633,,929,,0,,0,,1379,,66.8
,  Taranaki Region,,,1214,,208,,136,,1558,,1042,,0,,0,,1387,,38.4
,  Manawatu-Wanganui Region,,,1077,,159,,160,,1395,,945,,0,,0,,1227,,81.8
,  Wellington Region,,,1633,,363,,102,,2098,,1381,,0,,0,,1726,,169.9
,  Tasman/Nelson/Marlborough/West Coast Regions,,,1063,,377,,121,,1561,,880,,0,,0,,1287,,59.9
,  Canterbury Region,,,1389,,300,,101,,1790,,1247,,0,,0,,1598,,191.9
,  Otago Region,,,1209,,229,,105,,1543,,1055,,0,,0,,1455,,70.6
,  Southland Region,,,1193,,329,,111,,1633,,1080,,0,,0,,1518,,34.9
2017,Total Regions,,,1423,,316,,120,,1859,,1208,,0,,0,,1575,,1522.3
,  Northland Region,,,1014,,224,,163,,1401,,844,,0,,0,,1151,,56
,  Auckland Region,,,1628,,368,,116,,2113,,1381,,0,,0,,1784,,498.7
,  Waikato Region,,,1298,,296,,114,,1707,,1096,,0,,0,,1498,,144.5
,  Bay of Plenty Region,,,1240,,298,,135,,1673,,978,,0,,0,,1387,,96.1
,  Gisborne/Hawkes Bay Regions,,,1180,,262,,142,,1585,,1093,,0,,0,,1404,,69.3
,  Taranaki Region,,,1202,,302,,134,,1637,,1018,,0,,0,,1393,,42.9
,  Manawatu-Wanganui Region,,,1102,,210,,144,,1457,,999,,0,,0,,1240,,82.6
,  Wellington Region,,,1737,,341,,104,,2182,,1551,,0,,0,,1900,,168.8
,  Tasman/Nelson/Marlborough/West Coast Regions,,,1178,,342,,131,,1651,,1023,,0,,0,,1421,,58.1
,  Canterbury Region,,,1403,,307,,107,,1817,,1249,,0,,0,,1588,,196.6
,  Otago Region,,,1244,,253,,112,,1609,,1096,,0,,0,,1486,,72.8
,  Southland Region,,,1063,,232,,125,,1420,,990,,0,,0,,1282,,36
2018,Total Regions,,,1521,,354,,124,,1999,,1304,,0,,0,,1707,,1541.3
,  Northland Region,,,1140,,336,,173,,1649,,940,,0,,0,,1343,,59.6
,  Auckland Region,,,1746,,389,,121,,2256,,1471,,0,,0,,1937,,501.6
,  Waikato Region,,,1396,,381,,128,,1904,,1187,,0,,0,,1675,,149.1
,  Bay of Plenty Region,,,1387,,384,,136,,1907,,1224,,0,,0,,1642,,97.8
,  Gisborne/Hawkes Bay Regions,,,1260,,255,,131,,1646,,1170,,0,,0,,1448,,70.5
,  Taranaki Region,,,1342,,267,,131,,1740,,1151,,0,,0,,1432,,41.3
,  Manawatu-Wanganui Region,,,1207,,196,,150,,1552,,1031,,0,,0,,1358,,80
,  Wellington Region,,,1768,,363,,118,,2249,,1611,,0,,0,,1958,,170.1
,  Tasman/Nelson/Marlborough/West Coast Regions,,,1262,,361,,134,,1757,,1126,,0,,0,,1511,,59.1
,  Canterbury Region,,,1473,,365,,101,,1938,,1280,,0,,0,,1681,,199.1
,  Otago Region,,,1379,,334,,113,,1826,,1237,,0,,0,,1720,,78.9
,  Southland Region,,,1123,,259,,121,,1503,,1092,,0,,0,,1436,,34.2
2019,Total Regions,,,1539,,364,,135,,2039,,1324,,0,,0,,1760,,1570.7
,  Northland Region,,,1096,,429,,176,,1701,,863,,0,,0,,1311,,57.4
,  Auckland Region,,,1730,,387,,133,,2249,,1534,,0,,0,,1967,,514.9
,  Waikato Region,,,1432,,378,,144,,1955,,1249,,0,,0,,1726,,155.3
,  Bay of Plenty Region,,,1365,,344,,164,,1874,,1197,,0,,0,,1657,,103.4
,  Gisborne/Hawkes Bay Regions,,,1322,,293,,181,,1795,,1151,,0,,0,,1522,,68.9
,  Taranaki Region,,,1259,,350,,126,,1735,,1094,,0,,0,,1418,,42.5
,  Manawatu-Wanganui Region,,,1292,,240,,163,,1695,,1126,,0,,0,,1482,,78.6
,  Wellington Region,,,1850,,331,,105,,2287,,1663,,0,,0,,1996,,177.4
,  Tasman/Nelson/Marlborough/West Coast Regions,,,1321,,356,,126,,1803,,1120,,0,,0,,1605,,59.6
,  Canterbury Region,,,1495,,396,,120,,2011,,1323,,0,,0,,1740,,198.6
,  Otago Region,,,1328,,283,,123,,1734,,1236,,0,,0,,1536,,79.8
,  Southland Region,,,1295,,553,,119,,1967,,1210,,0,,0,,1553,,34.3
2020,Total Regions,,,1535,,336,,149,,2020,,1323,,0,,0,,1746,,1593.2
,  Northland Region,,,1092,,359,,187,,1638,,921,,0,,0,,1339,,60.5
,  Auckland Region,,,1720,,357,,141,,2217,,1494,,0,,0,,1918,,516.9
,  Waikato Region,,,1444,,378,,156,,1978,,1240,,0,,0,,1712,,157.7
,  Bay of Plenty Region,,,1390,,339,,190,,1919,,1200,,0,,0,,1630,,101.9
,  Gisborne/Hawkes Bay Regions,,,1329,,339,,213,,1881,,1125,,0,,0,,1612,,70.5
,  Taranaki Region,,,1378,,418,,148,,1945,,1231,,0,,0,,1657,,41.4
,  Manawatu-Wanganui Region,,,1308,,169,,179,,1656,,1151,,0,,0,,1435,,82.8
,  Wellington Region,,,1884,,284,,121,,2289,,1678,,0,,0,,2072,,176.4
,  Tasman/Nelson/Marlborough/West Coast Regions,,,1293,,382,,145,,1819,,1140,,0,,0,,1619,,61.5
,  Canterbury Region,,,1481,,336,,136,,1953,,1304,,0,,0,,1738,,203.9
,  Otago Region,,,1285,,295,,133,,1713,,1156,,0,,0,,1536,,83.3
,  Southland Region,,,1145,,359,,131,,1635,,1092,,0,,0,,1500,,36.3
2021,Total Regions,,,1623,,422,,152,,2196,,1395,,0,,0,,1880,,1617.1
,  Northland Region,,,1190,,345,,186,,1720,,1000,,0,,0,,1534,,61.1
,  Auckland Region,,,1827,,484,,147,,2457,,1559,,0,,0,,2071,,526.1
,  Waikato Region,,,1508,,417,,158,,2083,,1304,,0,,0,,1812,,158
,  Bay of Plenty Region,,,1454,,450,,197,,2102,,1238,,0,,0,,1806,,104.9
,  Gisborne/Hawkes Bay Regions,,,1521,,356,,169,,2046,,1356,,0,,0,,1854,,69.8
,  Taranaki Region,,,1382,,398,,179,,1959,,1311,,0,,0,,1842,,41
,  Manawatu-Wanganui Region,,,1333,,331,,172,,1836,,1151,,0,,0,,1470,,86.5
,  Wellington Region,,,2029,,399,,128,,2556,,1822,,0,,0,,2279,,174.8
,  Tasman/Nelson/Marlborough/West Coast Regions,,,1352,,366,,136,,1854,,1160,,0,,0,,1591,,65.6
,  Canterbury Region,,,1512,,378,,147,,2037,,1324,,0,,0,,1758,,215.8
,  Otago Region,,,1352,,493,,127,,1972,,1151,,0,,0,,1618,,79.8
,  Southland Region,,,1311,,261,,112,,1684,,1300,,0,,0,,1620,,33.8
2022,Total Regions,,,1765,,408,,153,,2326,,1530,,0,,0,,2014,,1637
,  Northland Region,,,1346,,364,,187,,1897,,1208,,0,,0,,1747,,57.9
,  Auckland Region,,,2004,,423,,154,,2581,,1726,,0,,0,,2296,,533.6
,  Waikato Region,,,1593,,384,,178,,2155,,1400,,0,,0,,1935,,160.4
,  Bay of Plenty Region,,,1638,,355,,179,,2172,,1516,,0,,0,,1933,,109.5
,  Gisborne/Hawkes Bay Regions,,,1671,,368,,187,,2226,,1425,,0,,0,,1833,,67.2
,  Taranaki Region,,,1580,,387,,157,,2124,,1365,,0,,0,,1888,,40
,  Manawatu-Wanganui Region,,,1446,,456,,171,,2073,,1288,,0,,0,,1707,,86.2
,  Wellington Region,,,2125,,478,,119,,2721,,1883,,0,,0,,2386,,176.3
,  Tasman/Nelson/Marlborough/West Coast Regions,,,1435,,371,,150,,1956,,1324,,0,,0,,1707,,64.9
,  Canterbury Region,,,1595,,384,,142,,2120,,1451,,0,,0,,1842,,224.6
,  Otago Region,,,1554,,401,,117,,2072,,1306,,0,,0,,1709,,82.3
,  Southland Region,,,1538,,388,,125,,2052,,1400,,0,,0,,1844,,34.1
2023,Total Regions,,,1949,,423,,175,,2548,,1676,,0,,0,,2210,,1631.4
,  Northland Region,,,1357,,426,,240,,2023,,1080,,0,,0,,1704,,59.3
,  Auckland Region,,,2236,,453,,163,,2852,,1940,,0,,0,,2493,,540.6
,  Waikato Region,,,1748,,413,,222,,2383,,1470,,0,,0,,2080,,160.8
,  Bay of Plenty Region,,,1614,,410,,212,,2237,,1420,,0,,0,,2014,,106.2
,  Gisborne/Hawkes Bay Regions,,,1905,,347,,209,,2461,,1630,,0,,0,,2128,,66.7
,  Taranaki Region,,,1720,,387,,189,,2296,,1506,,0,,0,,2091,,39.3
,  Manawatu-Wanganui Region,,,1590,,417,,218,,2226,,1381,,0,,0,,1924,,85.4
,  Wellington Region,,,2382,,484,,146,,3012,,2140,,0,,0,,2711,,174.8
,  Tasman/Nelson/Marlborough/West Coast Regions,,,1535,,373,,173,,2080,,1436,,0,,0,,1872,,64.5
,  Canterbury Region,,,1825,,367,,149,,2340,,1657,,0,,0,,2096,,218.2
,  Otago Region,,,1719,,447,,136,,2302,,1438,,0,,0,,1972,,81.5
,  Southland Region,,,1581,,337,,164,,2082,,1503,,0,,0,,1934,,33.9
data extracted on 05 Mar 2024 23:56 UTC (GMT) from NZ.Stat,,,,,,,,,,,,,,,,,,,,